location,bedrooms,bathrooms,area,price
Bahria Town,9,11,29 Marla,78908361
G-13,3,4,12 Marla,35550346
Bahria Town,9,11,22 Marla,67201286
DHA Phase 2,3,4,8 Marla,30583478
Bahria Town,6,8,10 Marla,29048208
F-10,6,8,26 Marla,127877068
DHA Phase 2,4,5,13 Marla,44779725
Bahria Town,7,9,33 Marla,81985581
Bahria Town,6,6,25 Marla,60229272
Bahria Town,6,7,12 Marla,35532417
DHA Phase 2,4,4,14 Marla,49571562
Bahria Town,6,6,28 Marla,63582518
Bahria Town,9,10,39 Marla,106520201
F-10,5,5,32 Marla,141477189
F-10,4,4,15 Marla,80728068
F-10,3,5,13 Marla,61138478
DHA Phase 2,3,5,10 Marla,36333695
Bahria Town,9,10,31 Marla,77983571
G-13,6,7,13 Marla,42098875
F-10,5,6,30 Marla,152152721
F-10,5,6,38 Marla,166163670
G-13,5,5,13 Marla,39396965
G-13,4,6,25 Marla,66486279
G-13,7,9,25 Marla,72120194
DHA Phase 2,9,9,24 Marla,84877228
F-10,9,10,20 Marla,106891795
F-10,7,9,31 Marla,146467482
F-10,3,5,5 Marla,29580463
F-10,4,6,13 Marla,62705436
G-13,5,5,35 Marla,92453355
DHA Phase 2,9,11,27 Marla,86528455
F-10,5,7,24 Marla,111991906
G-13,5,7,8 Marla,28018843
DHA Phase 2,5,6,33 Marla,112673863
F-10,7,7,23 Marla,124975611
F-10,8,8,27 Marla,125112982
Bahria Town,8,10,24 Marla,65683235
G-13,8,8,17 Marla,56799969
F-10,5,7,36 Marla,173943853
DHA Phase 2,6,7,20 Marla,65357601
Bahria Town,7,9,39 Marla,94371466
DHA Phase 2,8,10,15 Marla,56976565
Bahria Town,8,10,19 Marla,48847857
DHA Phase 2,5,7,11 Marla,39975883
DHA Phase 2,4,6,5 Marla,21661500
F-10,9,10,27 Marla,147599686
G-13,6,6,22 Marla,65498218
DHA Phase 2,5,5,22 Marla,80515433
G-13,8,9,22 Marla,63357217
DHA Phase 2,6,6,29 Marla,95579602
DHA Phase 2,7,9,22 Marla,76501149
F-10,7,8,30 Marla,154139350
Bahria Town,7,7,28 Marla,79159241
G-13,3,4,13 Marla,35059583
DHA Phase 2,9,10,40 Marla,144149492
F-10,4,5,13 Marla,64774553
G-13,6,6,19 Marla,60879531
DHA Phase 2,6,6,32 Marla,111112333
G-13,7,7,17 Marla,50208285
G-13,8,8,34 Marla,103083683
G-13,9,11,33 Marla,99180175
Bahria Town,8,8,16 Marla,51875817
Bahria Town,2,2,5 Marla,13880304
Bahria Town,5,7,12 Marla,35338020
Bahria Town,5,5,39 Marla,90815149
Bahria Town,5,7,10 Marla,29322649
G-13,6,6,17 Marla,52916487
F-10,6,7,26 Marla,117720499
Bahria Town,9,11,22 Marla,68061279
Bahria Town,9,11,33 Marla,88399126
Bahria Town,6,8,37 Marla,84005315
Bahria Town,9,11,40 Marla,103398530
Bahria Town,5,5,31 Marla,79498857
F-10,4,5,11 Marla,55322273
G-13,4,6,7 Marla,25654760
DHA Phase 2,9,9,19 Marla,65249043
F-10,9,10,27 Marla,140886439
Bahria Town,5,5,25 Marla,66420172
Bahria Town,6,6,21 Marla,60514664
F-10,7,9,38 Marla,194179737
F-10,6,8,8 Marla,43978949
Bahria Town,3,5,5 Marla,15692821
G-13,4,5,35 Marla,96589289
DHA Phase 2,9,9,33 Marla,107811670
G-13,5,7,9 Marla,32407014
DHA Phase 2,6,6,13 Marla,51749282
Bahria Town,3,3,6 Marla,18247674
Bahria Town,4,5,33 Marla,75850082
G-13,8,8,31 Marla,96287168
Bahria Town,5,5,9 Marla,29265712
F-10,8,9,21 Marla,98603288
Bahria Town,5,7,7 Marla,21915059
F-10,4,6,34 Marla,173785959
F-10,3,5,10 Marla,47707688
F-10,6,8,13 Marla,67593824
DHA Phase 2,5,6,29 Marla,102270486
F-10,5,7,17 Marla,79607348
F-10,6,6,8 Marla,43110316
Bahria Town,5,6,22 Marla,53523525
Bahria Town,7,7,33 Marla,80109111
DHA Phase 2,5,5,36 Marla,119082227
DHA Phase 2,7,9,15 Marla,53837393
DHA Phase 2,3,4,5 Marla,18130478
DHA Phase 2,8,10,37 Marla,134477059
Bahria Town,5,6,26 Marla,59348944
DHA Phase 2,8,9,34 Marla,115497600
Bahria Town,8,10,29 Marla,74200152
F-10,6,7,26 Marla,136016699
Bahria Town,6,6,34 Marla,86655230
Bahria Town,6,8,9 Marla,28172884
G-13,6,7,25 Marla,73861356
DHA Phase 2,5,5,23 Marla,79723243
Bahria Town,4,5,36 Marla,92857803
G-13,7,7,15 Marla,50795147
F-10,9,9,15 Marla,86955912
Bahria Town,5,6,30 Marla,80314421
DHA Phase 2,7,9,31 Marla,111431794
F-10,6,6,29 Marla,134348676
DHA Phase 2,7,7,21 Marla,67230754
Bahria Town,8,9,35 Marla,83864404
DHA Phase 2,3,3,7 Marla,26177214
DHA Phase 2,4,4,24 Marla,85113526
DHA Phase 2,6,8,12 Marla,41886615
G-13,5,6,13 Marla,39047874
DHA Phase 2,5,6,14 Marla,44961115
F-10,6,7,15 Marla,77104066
G-13,6,6,36 Marla,104565067
Bahria Town,3,3,13 Marla,33226984
Bahria Town,9,9,28 Marla,73977166
DHA Phase 2,5,7,26 Marla,84847229
Bahria Town,9,9,24 Marla,63696438
Bahria Town,3,3,14 Marla,33217340
G-13,4,4,11 Marla,35960414
DHA Phase 2,7,9,31 Marla,99826753
F-10,9,9,40 Marla,202463209
Bahria Town,4,4,29 Marla,63405037
DHA Phase 2,3,4,10 Marla,37858793
G-13,4,4,32 Marla,84411359
G-13,9,9,24 Marla,75953954
Bahria Town,5,7,8 Marla,25181360
Bahria Town,4,6,14 Marla,38125609
Bahria Town,6,6,24 Marla,65514908
G-13,6,6,40 Marla,100085349
G-13,8,8,35 Marla,89760302
G-13,9,11,24 Marla,67729451
Bahria Town,5,7,38 Marla,97468206
Bahria Town,7,9,32 Marla,79338196
G-13,9,9,24 Marla,69389745
F-10,6,7,11 Marla,60380216
DHA Phase 2,4,4,39 Marla,111534976
Bahria Town,4,6,25 Marla,67095606
G-13,9,9,36 Marla,109081165
F-10,5,7,18 Marla,80034129
Bahria Town,2,4,5 Marla,14273084
G-13,6,6,21 Marla,65170447
G-13,4,6,21 Marla,56047471
DHA Phase 2,6,6,35 Marla,107959055
F-10,6,7,19 Marla,94368484
Bahria Town,9,9,24 Marla,64565375
F-10,2,4,6 Marla,30831621
F-10,9,11,31 Marla,162629703
Bahria Town,7,7,40 Marla,95866679
F-10,7,8,25 Marla,114000509
Bahria Town,4,4,21 Marla,51135746
DHA Phase 2,8,9,27 Marla,88475289
Bahria Town,8,10,26 Marla,65931826
Bahria Town,4,6,32 Marla,74860512
F-10,8,10,25 Marla,114875700
G-13,6,8,17 Marla,51074473
G-13,8,10,17 Marla,50211199
DHA Phase 2,4,5,24 Marla,76454436
DHA Phase 2,9,9,20 Marla,74740955
G-13,6,6,13 Marla,38172655
F-10,6,6,25 Marla,115808353
G-13,8,9,30 Marla,94667004
DHA Phase 2,5,6,13 Marla,50174087
Bahria Town,4,5,7 Marla,22073794
Bahria Town,6,7,11 Marla,32620780
DHA Phase 2,3,4,12 Marla,40716230
DHA Phase 2,4,4,13 Marla,48742402
F-10,8,9,22 Marla,101183727
Bahria Town,7,8,30 Marla,68985189
Bahria Town,9,10,15 Marla,47806946
G-13,6,8,18 Marla,52623543
DHA Phase 2,9,9,38 Marla,131751361
DHA Phase 2,6,8,16 Marla,54436156
G-13,6,7,9 Marla,32996199
Bahria Town,5,6,35 Marla,77280794
DHA Phase 2,8,8,27 Marla,93042952
DHA Phase 2,4,5,12 Marla,42031967
F-10,7,8,24 Marla,128744353
G-13,5,5,31 Marla,92523799
DHA Phase 2,4,6,16 Marla,58103253
F-10,5,7,21 Marla,100985905
F-10,9,10,38 Marla,185862154
DHA Phase 2,4,4,34 Marla,99146828
F-10,2,4,5 Marla,23605282
Bahria Town,8,10,40 Marla,94189310
F-10,8,9,33 Marla,165631783
Bahria Town,3,4,12 Marla,32757612
DHA Phase 2,2,4,6 Marla,22898173
DHA Phase 2,2,3,5 Marla,18531041
DHA Phase 2,4,6,22 Marla,68531162
F-10,3,3,7 Marla,32828820
F-10,6,8,27 Marla,141956498
G-13,8,8,37 Marla,101603924
Bahria Town,5,7,22 Marla,58590178
G-13,4,4,35 Marla,100764488
DHA Phase 2,7,9,28 Marla,97362011
G-13,5,6,34 Marla,85601355
Bahria Town,3,4,9 Marla,25971101
DHA Phase 2,4,6,15 Marla,46476065
DHA Phase 2,7,8,38 Marla,134628368
Bahria Town,9,9,26 Marla,66503644
G-13,8,8,35 Marla,94454288
DHA Phase 2,4,5,33 Marla,100352819
G-13,2,3,5 Marla,16597214
G-13,6,7,13 Marla,38198120
DHA Phase 2,5,6,31 Marla,101168443
DHA Phase 2,5,7,7 Marla,26794143
DHA Phase 2,5,6,11 Marla,42676885
DHA Phase 2,6,8,12 Marla,44007015
G-13,9,11,35 Marla,94069213
DHA Phase 2,4,4,29 Marla,89893542
F-10,4,4,22 Marla,111804209
Bahria Town,8,9,16 Marla,48472683
Bahria Town,4,4,30 Marla,73857378
G-13,7,9,27 Marla,70684756
Bahria Town,9,11,38 Marla,91150892
DHA Phase 2,3,4,6 Marla,22318692
F-10,3,4,14 Marla,66715148
G-13,8,10,22 Marla,64754986
F-10,5,7,12 Marla,62745814
G-13,5,7,31 Marla,91355381
Bahria Town,4,6,30 Marla,75359484
Bahria Town,5,5,38 Marla,84940549
Bahria Town,4,5,31 Marla,73063087
F-10,6,7,11 Marla,60394923
G-13,6,6,32 Marla,81041645
Bahria Town,5,5,39 Marla,88860428
F-10,6,7,30 Marla,157915102
DHA Phase 2,5,7,22 Marla,73385538
G-13,5,5,31 Marla,78835325
Bahria Town,7,7,27 Marla,67749771
G-13,4,5,39 Marla,96503194
Bahria Town,4,5,24 Marla,61553941
DHA Phase 2,4,5,9 Marla,29804825
G-13,4,5,38 Marla,96403107
Bahria Town,7,7,29 Marla,71354079
F-10,4,6,26 Marla,116694266
G-13,7,9,27 Marla,76741599
F-10,5,5,36 Marla,159566790
G-13,6,8,18 Marla,52832349
Bahria Town,5,7,16 Marla,45569744
F-10,8,8,27 Marla,128932594
F-10,3,4,9 Marla,46068493
DHA Phase 2,7,7,19 Marla,62713613
G-13,5,6,23 Marla,69059167
F-10,8,10,37 Marla,183930736
DHA Phase 2,5,5,27 Marla,79666149
G-13,9,10,17 Marla,59852233
DHA Phase 2,5,7,39 Marla,132688763
DHA Phase 2,4,5,12 Marla,42950741
G-13,8,9,25 Marla,78799818
Bahria Town,5,6,37 Marla,85227071
DHA Phase 2,3,3,6 Marla,24325316
F-10,5,5,17 Marla,75948320
Bahria Town,8,9,40 Marla,94076800
G-13,9,9,25 Marla,78579942
F-10,4,5,30 Marla,152591900
F-10,8,8,39 Marla,171620363
F-10,7,7,23 Marla,122148661
DHA Phase 2,3,4,13 Marla,44769079
Bahria Town,4,5,19 Marla,47254418
F-10,5,6,20 Marla,92142689
G-13,6,7,29 Marla,75339759
Bahria Town,9,11,34 Marla,91399620
G-13,7,7,33 Marla,101101040
F-10,5,6,19 Marla,87053463
G-13,3,3,14 Marla,42104841
DHA Phase 2,9,9,28 Marla,99679155
Bahria Town,9,10,16 Marla,45295484
Bahria Town,7,8,40 Marla,91582192
F-10,9,11,37 Marla,163507620
DHA Phase 2,9,9,28 Marla,102974218
Bahria Town,6,6,10 Marla,32382730
Bahria Town,6,8,39 Marla,91976822
DHA Phase 2,8,9,31 Marla,112662406
DHA Phase 2,6,6,26 Marla,85751327
Bahria Town,7,8,17 Marla,47878841
Bahria Town,4,4,10 Marla,26522304
G-13,9,10,21 Marla,63088366
Bahria Town,5,7,26 Marla,70006386
F-10,6,6,32 Marla,165619423
F-10,7,7,36 Marla,161698208
F-10,6,8,36 Marla,181417776
G-13,5,5,38 Marla,95179785
DHA Phase 2,4,4,39 Marla,111584566
Bahria Town,5,5,20 Marla,51718310
F-10,5,7,23 Marla,109925518
Bahria Town,4,4,32 Marla,81183599
DHA Phase 2,2,4,6 Marla,21866812
F-10,6,8,19 Marla,93527662
F-10,6,7,28 Marla,134242198
DHA Phase 2,9,10,29 Marla,102420854
G-13,5,5,30 Marla,90542753
Bahria Town,8,8,20 Marla,52846598
DHA Phase 2,6,6,15 Marla,57788475
F-10,4,6,24 Marla,111408571
F-10,5,6,22 Marla,98199878
Bahria Town,4,5,30 Marla,69328082
Bahria Town,9,9,15 Marla,46270220
DHA Phase 2,4,5,21 Marla,65603490
G-13,8,9,30 Marla,86818243
G-13,5,6,11 Marla,35594143
Bahria Town,6,6,38 Marla,94443997
G-13,4,4,26 Marla,68045832
G-13,6,7,26 Marla,69073255
F-10,3,3,11 Marla,54590968
DHA Phase 2,5,7,14 Marla,47933092
Bahria Town,5,7,18 Marla,45449222
F-10,9,11,30 Marla,150537186
DHA Phase 2,6,8,16 Marla,57696779
Bahria Town,9,10,34 Marla,88045785
DHA Phase 2,9,11,17 Marla,66069329
F-10,3,5,14 Marla,73639647
DHA Phase 2,8,9,16 Marla,63675625
DHA Phase 2,8,10,38 Marla,130531943
G-13,9,9,16 Marla,48273022
DHA Phase 2,5,6,10 Marla,37584742
DHA Phase 2,4,6,8 Marla,31411910
DHA Phase 2,6,7,24 Marla,85422667
DHA Phase 2,3,3,14 Marla,49916160
G-13,4,4,13 Marla,39542518
F-10,9,11,22 Marla,101903397
G-13,6,7,32 Marla,85020841
DHA Phase 2,6,6,15 Marla,49790514
DHA Phase 2,2,4,5 Marla,17414661
Bahria Town,5,7,29 Marla,71302369
F-10,6,7,24 Marla,112813250
F-10,7,7,35 Marla,152551767
F-10,2,3,5 Marla,24714220
DHA Phase 2,5,6,37 Marla,117529451
Bahria Town,8,8,18 Marla,52473239
Bahria Town,6,7,39 Marla,97029723
Bahria Town,8,10,40 Marla,109717570
F-10,4,5,31 Marla,142780818
F-10,5,6,36 Marla,177183564
Bahria Town,5,5,32 Marla,70273868
DHA Phase 2,3,4,12 Marla,40897370
Bahria Town,5,5,23 Marla,56650033
G-13,6,8,16 Marla,53710921
G-13,9,11,18 Marla,59972879
G-13,8,8,27 Marla,78084763
Bahria Town,4,4,10 Marla,27864591
Bahria Town,4,5,37 Marla,90798089
F-10,5,5,13 Marla,69763968
Bahria Town,2,4,6 Marla,16249862
G-13,6,8,10 Marla,32213814
DHA Phase 2,7,7,24 Marla,78624603
Bahria Town,7,7,36 Marla,83052666
F-10,5,7,12 Marla,56270091
F-10,9,10,32 Marla,154204499
G-13,7,9,34 Marla,95019259
Bahria Town,8,8,27 Marla,73288284
G-13,6,8,40 Marla,105196418
DHA Phase 2,9,9,32 Marla,104407939
G-13,5,5,14 Marla,41067466
F-10,2,4,5 Marla,25732629
Bahria Town,5,6,10 Marla,31095015
F-10,7,8,26 Marla,117939224
DHA Phase 2,7,8,17 Marla,56176879
F-10,8,9,20 Marla,107772102
F-10,5,6,31 Marla,141744259
Bahria Town,4,6,40 Marla,99919706
DHA Phase 2,9,9,26 Marla,85990209
Bahria Town,5,5,11 Marla,32453235
F-10,4,6,5 Marla,28245376
G-13,6,6,19 Marla,61243272
F-10,5,6,29 Marla,125413556
Bahria Town,5,7,20 Marla,55619368
F-10,5,6,23 Marla,106914802
DHA Phase 2,9,11,38 Marla,120502609
G-13,4,5,34 Marla,92387679
G-13,5,5,20 Marla,61668419
G-13,5,5,33 Marla,87198922
DHA Phase 2,5,6,22 Marla,75086873
F-10,6,8,16 Marla,85082935
Bahria Town,6,6,9 Marla,28334908
F-10,7,8,31 Marla,137511917
G-13,6,7,16 Marla,44982239
Bahria Town,4,6,17 Marla,42628585
DHA Phase 2,8,8,36 Marla,126120180
G-13,4,4,9 Marla,28773725
G-13,8,9,19 Marla,61731613
DHA Phase 2,6,6,18 Marla,58467876
DHA Phase 2,5,5,37 Marla,130137672
Bahria Town,7,9,40 Marla,98505545
F-10,7,9,24 Marla,121115352
Bahria Town,6,7,38 Marla,95536326
Bahria Town,4,5,18 Marla,46488247
F-10,8,9,39 Marla,204888689
G-13,6,7,11 Marla,36327815
Bahria Town,5,7,36 Marla,86425052
DHA Phase 2,3,4,9 Marla,33952683
F-10,5,6,13 Marla,68406971
DHA Phase 2,6,7,22 Marla,81040038
DHA Phase 2,6,7,36 Marla,118560543
G-13,8,8,31 Marla,96455762
DHA Phase 2,4,6,5 Marla,19065247
F-10,7,9,27 Marla,140498987
G-13,4,5,27 Marla,72699320
G-13,4,5,32 Marla,78983596
Bahria Town,5,5,15 Marla,37692245
G-13,6,8,40 Marla,100825596
G-13,4,5,37 Marla,89888085
G-13,8,8,15 Marla,53130300
Bahria Town,4,6,5 Marla,18368230
DHA Phase 2,9,9,16 Marla,64637642
Bahria Town,5,5,11 Marla,32723213
DHA Phase 2,9,11,17 Marla,68260823
DHA Phase 2,8,9,19 Marla,70886714
DHA Phase 2,8,8,27 Marla,85807300
G-13,4,5,7 Marla,22252841
F-10,9,9,34 Marla,172457075
F-10,9,9,28 Marla,134367454
DHA Phase 2,5,6,14 Marla,50667306
Bahria Town,4,6,34 Marla,86301616
G-13,6,8,18 Marla,55485201
F-10,4,6,10 Marla,53296091
F-10,6,7,31 Marla,154091389
Bahria Town,7,7,24 Marla,65246385
DHA Phase 2,6,7,32 Marla,104902142
F-10,6,7,22 Marla,114868522
F-10,9,11,17 Marla,98954332
F-10,5,6,38 Marla,192836534
G-13,5,5,36 Marla,92928578
DHA Phase 2,4,5,17 Marla,60502246
DHA Phase 2,7,8,39 Marla,132363898
Bahria Town,4,4,33 Marla,73486096
F-10,7,8,29 Marla,132725951
G-13,4,6,38 Marla,105339673
G-13,5,5,11 Marla,33405453
Bahria Town,6,7,14 Marla,41470873
F-10,3,4,8 Marla,38737433
F-10,4,5,15 Marla,70437929
G-13,5,6,10 Marla,33990031
Bahria Town,5,5,9 Marla,27631056
F-10,9,11,38 Marla,200537595
DHA Phase 2,5,5,39 Marla,115118685
Bahria Town,4,4,37 Marla,95139385
F-10,3,4,13 Marla,63664698
F-10,6,8,7 Marla,44097962
DHA Phase 2,8,8,40 Marla,132314399
DHA Phase 2,8,9,38 Marla,118428477
DHA Phase 2,3,3,14 Marla,44846348
DHA Phase 2,8,10,31 Marla,110995082
Bahria Town,6,6,9 Marla,28079719
G-13,9,11,40 Marla,121030027
F-10,6,8,13 Marla,63479976
G-13,6,6,10 Marla,36838206
F-10,7,8,26 Marla,134737698
G-13,5,6,36 Marla,91961330
Bahria Town,6,6,25 Marla,61334031
Bahria Town,7,7,35 Marla,79713453
F-10,4,4,21 Marla,109396500
F-10,3,3,6 Marla,30778774
G-13,6,6,26 Marla,71231537
DHA Phase 2,6,6,26 Marla,78832546
F-10,7,7,22 Marla,106085068
DHA Phase 2,6,7,27 Marla,93672205
F-10,5,6,20 Marla,94645236
G-13,4,4,22 Marla,57763647
DHA Phase 2,9,11,39 Marla,127716944
F-10,4,5,35 Marla,147218767
F-10,7,8,29 Marla,142530728
F-10,7,9,23 Marla,114006741
Bahria Town,6,8,10 Marla,29041323
Bahria Town,4,5,6 Marla,17559508
F-10,6,8,32 Marla,151526314
Bahria Town,8,10,30 Marla,78412568
G-13,7,9,29 Marla,76983241
F-10,8,10,21 Marla,106666043
DHA Phase 2,9,11,37 Marla,119419109
DHA Phase 2,5,7,37 Marla,107633160
DHA Phase 2,5,6,33 Marla,104193091
F-10,7,7,20 Marla,91646217
Bahria Town,6,7,39 Marla,101312112
F-10,5,7,38 Marla,181772796
DHA Phase 2,5,6,8 Marla,33909814
F-10,3,3,6 Marla,28869733
F-10,8,10,39 Marla,196281869
F-10,4,6,20 Marla,95267822
G-13,9,10,34 Marla,96179485
F-10,9,9,24 Marla,117241167
G-13,7,9,26 Marla,70851869
F-10,4,6,8 Marla,44351761
F-10,4,6,22 Marla,97263748
DHA Phase 2,8,8,29 Marla,93565513
F-10,8,8,39 Marla,175040438
DHA Phase 2,8,10,19 Marla,73781232
G-13,4,5,15 Marla,45160251
Bahria Town,6,6,17 Marla,46289568
Bahria Town,4,6,16 Marla,43927285
DHA Phase 2,9,11,35 Marla,125129883
F-10,9,10,24 Marla,121627888
Bahria Town,4,6,21 Marla,48898739
F-10,6,8,13 Marla,67004580
DHA Phase 2,7,9,40 Marla,125130445
F-10,6,6,14 Marla,77326237
Bahria Town,7,7,21 Marla,61487836
G-13,4,4,31 Marla,80593934
G-13,8,9,18 Marla,61045666
DHA Phase 2,9,9,28 Marla,97710151
G-13,8,9,16 Marla,56287688
G-13,9,9,37 Marla,107748328
F-10,5,7,24 Marla,116682496
G-13,6,7,36 Marla,98548135
F-10,6,6,7 Marla,44329353
Bahria Town,4,5,33 Marla,74520636
Bahria Town,5,5,37 Marla,95959019
F-10,6,7,26 Marla,131861575
G-13,5,6,14 Marla,40825157
DHA Phase 2,6,6,20 Marla,69593324
DHA Phase 2,6,6,31 Marla,96428285
F-10,8,9,39 Marla,192452725
DHA Phase 2,9,9,20 Marla,70940139
DHA Phase 2,8,9,23 Marla,85116938
F-10,7,7,20 Marla,104646287
DHA Phase 2,4,5,38 Marla,116138954
Bahria Town,4,5,7 Marla,21002762
Bahria Town,6,6,9 Marla,27737798
G-13,9,10,30 Marla,93448184
F-10,9,10,15 Marla,80541572
F-10,8,8,29 Marla,135905757
F-10,8,8,20 Marla,96598760
G-13,5,7,7 Marla,26857030
DHA Phase 2,8,10,38 Marla,121109803
DHA Phase 2,7,8,25 Marla,88325962
F-10,7,8,15 Marla,74535420
F-10,9,11,21 Marla,115380564
DHA Phase 2,7,8,25 Marla,91478533
F-10,5,6,40 Marla,181517688
DHA Phase 2,9,11,33 Marla,115865776
G-13,4,5,30 Marla,74985269
G-13,8,10,26 Marla,72912280
Bahria Town,8,9,26 Marla,73804053
Bahria Town,4,5,26 Marla,63273042
Bahria Town,5,5,7 Marla,22648537
Bahria Town,8,8,17 Marla,48889884
G-13,6,6,32 Marla,87444546
G-13,7,9,27 Marla,74270156
DHA Phase 2,4,6,15 Marla,47138963
DHA Phase 2,5,5,13 Marla,43862635
G-13,4,4,14 Marla,39454789
Bahria Town,7,7,18 Marla,49421259
F-10,4,6,9 Marla,45206513
DHA Phase 2,5,6,35 Marla,115934237
DHA Phase 2,4,6,30 Marla,94130165
DHA Phase 2,4,5,40 Marla,118440231
G-13,4,5,26 Marla,68842016
Bahria Town,5,6,29 Marla,74786087
F-10,6,6,31 Marla,152279678
Bahria Town,4,4,37 Marla,85997659
Bahria Town,3,5,12 Marla,30011533
DHA Phase 2,5,7,16 Marla,54000178
DHA Phase 2,6,6,36 Marla,111237370
G-13,4,5,39 Marla,110120910
Bahria Town,6,8,12 Marla,38173349
Bahria Town,4,6,27 Marla,61766949
Bahria Town,8,10,37 Marla,99944670
F-10,7,8,40 Marla,205168467
Bahria Town,4,6,19 Marla,50189043
Bahria Town,8,8,25 Marla,66885793
G-13,3,4,7 Marla,22703812
G-13,8,10,36 Marla,108922831
DHA Phase 2,4,5,12 Marla,41609055
DHA Phase 2,9,11,30 Marla,103556096
G-13,9,11,29 Marla,80103256
F-10,8,9,22 Marla,110713643
G-13,6,7,38 Marla,98516594
F-10,5,6,8 Marla,43856504
Bahria Town,8,8,15 Marla,49397514
Bahria Town,7,8,38 Marla,98551631
G-13,6,7,10 Marla,35896418
F-10,5,5,36 Marla,164178261
Bahria Town,3,4,11 Marla,26749741
G-13,7,7,34 Marla,88635069
G-13,5,5,27 Marla,72802305
F-10,7,8,15 Marla,77351477
F-10,2,2,5 Marla,24722753
DHA Phase 2,8,9,21 Marla,72001193
Bahria Town,3,3,11 Marla,25916753
DHA Phase 2,9,10,40 Marla,124770702
G-13,5,6,40 Marla,109324832
Bahria Town,5,6,18 Marla,47383717
G-13,9,9,37 Marla,106036234
G-13,8,8,27 Marla,76458746
G-13,4,4,40 Marla,97779581
Bahria Town,4,6,24 Marla,58815869
Bahria Town,9,9,40 Marla,92126743
Bahria Town,6,7,31 Marla,79259915
G-13,8,8,25 Marla,73569591
F-10,9,11,30 Marla,137231089
Bahria Town,5,6,28 Marla,65764315
G-13,6,6,28 Marla,75890882
DHA Phase 2,7,9,28 Marla,92785647
G-13,6,8,7 Marla,26584581
DHA Phase 2,9,11,31 Marla,109886412
G-13,3,5,12 Marla,36989759
G-13,3,5,6 Marla,21122389
Bahria Town,4,4,31 Marla,70525003
Bahria Town,9,10,37 Marla,91026214
G-13,7,8,24 Marla,66500777
G-13,4,6,27 Marla,74165309
F-10,9,9,37 Marla,179927748
F-10,9,10,15 Marla,77286220
G-13,5,6,7 Marla,23463550
DHA Phase 2,5,6,10 Marla,39276009
DHA Phase 2,4,6,28 Marla,89578795
G-13,5,6,25 Marla,72638544
G-13,8,8,18 Marla,54403847
F-10,7,7,18 Marla,83971075
G-13,4,4,26 Marla,72344276
G-13,5,7,37 Marla,99105721
DHA Phase 2,6,6,14 Marla,49594854
F-10,5,5,38 Marla,164780860
G-13,3,4,7 Marla,22394310
F-10,3,5,6 Marla,30620936
Bahria Town,5,5,30 Marla,75538143
Bahria Town,7,9,36 Marla,95619091
DHA Phase 2,4,4,38 Marla,116539751
Bahria Town,4,6,24 Marla,63410950
F-10,4,6,6 Marla,31213195
DHA Phase 2,5,6,38 Marla,109971446
G-13,5,7,32 Marla,84165861
DHA Phase 2,9,10,22 Marla,86033789
F-10,6,8,16 Marla,81079656
F-10,7,7,27 Marla,118948670
G-13,7,8,34 Marla,94917234
Bahria Town,6,7,23 Marla,63660219
F-10,6,6,12 Marla,68178224
DHA Phase 2,3,5,11 Marla,40849974
F-10,8,10,16 Marla,91931960
F-10,6,8,21 Marla,95015606
Bahria Town,5,6,12 Marla,36491445
G-13,6,6,38 Marla,100147852
DHA Phase 2,6,8,35 Marla,122676175
F-10,4,6,35 Marla,164365773
F-10,6,7,14 Marla,72367547
Bahria Town,4,4,25 Marla,57522698
DHA Phase 2,6,8,24 Marla,83955450
DHA Phase 2,3,3,9 Marla,30888829
G-13,8,10,21 Marla,63562988
F-10,4,6,17 Marla,75026318
F-10,6,7,21 Marla,105054388
G-13,8,10,21 Marla,58664864
DHA Phase 2,6,8,27 Marla,95350143
Bahria Town,5,6,11 Marla,32880388
Bahria Town,4,5,13 Marla,33667876
G-13,5,7,28 Marla,80709889
DHA Phase 2,9,11,24 Marla,77934156
G-13,5,7,39 Marla,111965286
G-13,4,6,30 Marla,77837671
Bahria Town,3,5,11 Marla,30675712
G-13,8,10,24 Marla,73028321
G-13,5,7,18 Marla,56330400
Bahria Town,6,8,39 Marla,93756723
DHA Phase 2,4,4,11 Marla,35795022
Bahria Town,5,6,40 Marla,103719042
DHA Phase 2,4,6,7 Marla,26530822
Bahria Town,4,5,5 Marla,16717870
G-13,5,7,17 Marla,50499522
Bahria Town,9,11,28 Marla,75162839
DHA Phase 2,6,7,32 Marla,98080474
DHA Phase 2,6,8,17 Marla,55184855
G-13,3,3,8 Marla,26299239
Bahria Town,5,7,36 Marla,91346853
F-10,8,9,29 Marla,138478162
F-10,4,6,34 Marla,144308699
DHA Phase 2,6,6,21 Marla,72830391
G-13,4,6,17 Marla,44844368
Bahria Town,6,7,16 Marla,47240022
Bahria Town,7,9,40 Marla,100415876
G-13,4,4,35 Marla,86545312
F-10,6,7,9 Marla,48931595
G-13,3,4,14 Marla,41100156
Bahria Town,4,5,31 Marla,77868457
DHA Phase 2,4,5,14 Marla,45092030
DHA Phase 2,4,4,31 Marla,105565630
DHA Phase 2,7,7,39 Marla,117325404
DHA Phase 2,9,11,27 Marla,86525362
G-13,4,6,36 Marla,100374952
Bahria Town,4,4,18 Marla,47310390
F-10,4,6,39 Marla,174314836
DHA Phase 2,8,10,20 Marla,77240373
G-13,7,9,37 Marla,106044353
